Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value,perc_per_text,perc_wood_text,perc_ag_text,floral_symm_text,mating_system_text,repro_syndrome_text,pollination_syndrome_text,redlist_text,tavg_text,cvalue_text,cv_cvalue_text,image_url
Cosmos,Asteraceae,Asterales,0,0,0,0,0.00210989,0,1,1,1,.,.,3.963333333,76.01711185,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,asexual,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/1/15/The_Nights_Long_Moments_%28152181573%29.jpeg
Cotoneaster,Rosaceae,Rosales,0.150557061,0.06097561,1,1,0.001060071,.,0.5,0.6875,1,0.333333333,.,1.211666667,21.71311737,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,reproduces by seeds,wind-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/8/8d/Cotoneaster_frigidus.jpg
Cotula,Asteraceae,Asterales,0,0,0.423076923,0,0.00210989,.,1,1,1,2,.,2.03,.,About 42% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,obligate self-pollination,insect-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/d/d2/BrassButtonsHand.jpg
Crambe,Brassicaceae,Brassicales,0,0,0.9,0,0.00485306,.,1,1,1,.,.,1.825,84.38338374,About 90% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,obligate self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/a/ab/Crambe_Maritima_Estonia.jpg
Craspedia,Asteraceae,Asterales,4.545454545,0.25,0.5,0,0.00210989,.,.,.,.,.,.,.,.,About 50% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,sexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,No image found
Crassula,Crassulaceae,Saxifragales,0,0,0.296296296,0.111111111,0,0,1,0.333333333,0.666666667,0,.,.,.,About 30% of species are perennial,About 11% of species are woody,About 0% of species are agricultural,radial,selfing,seed dispersal,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/6/6b/Crassula_capitella_2.jpg
Crataegus,Rosaceae,Rosales,0.737704918,0.221311475,1,1,0.001060071,.,1,1,1,2,.,1.198,24.88391901,About 100% of species are perennial,About 100% of species are woody,About 0% of species are cultivated,radial symmetry,selfing,seed reproduction,wind-pollinated,moderate risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/2/21/Crataegus%2C_various_species%2C_fruit.jpg
Crepidomanes,Hymenophyllaceae,Monilophyta,0,0,1,0,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,sexual reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/8/81/Crepidomanes_minutum_utiwagoke01.jpg
Crepis,Asteraceae,Asterales,0.101405186,0.059322034,0.612279226,0,0.00210989,0,1,0.861111111,0.977272727,.,0.911,4.19043956,53.11960139,About 61% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,likely insect-mediated reproduction,insect-pollinated,low extinction risk,warm climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/7/71/Crepis_jacquini_a1.jpg
Critesion,Poaceae,Poales,0,0,0.25,0,0.074314214,.,.,.,.,.,.,.,.,About 25% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,mixed mating system,obligate outcrossing,wind-pollinated,low extinction risk,temperate climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/d/d1/Hordelymus_europaeus.JPG
Crocosmia,Iridaceae,Asparagales,0,0,1,0,0,.,.,.,1,.,.,1.04,11.16689389,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,requires cross-pollination,insect-pollinated,low extinction risk,cold climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/a/ab/Iridaceae_-_Crocosmia_aurea-1.JPG
Crocus,Iridaceae,Asparagales,0.269360269,0.072727273,1,0,0,.,1,0.75,1,.,.,5.660909091,52.33293524,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,dioecious,insect-pollinated,moderate risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/2/2c/860808-Saffronfarm-01-IMG_7707-2.jpg
Crossosoma,Crossosomataceae,Crossosomatales,0,0,1,1,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 1% of species are woody,About 0% of species are agriculturally important,radial symmetry,mixed mating system,standard reproductive syndrome,insect-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/0/07/Crossosoma_californicum.jpg
Crotalaria,Fabaceae,Fabales,0,0,0.545454545,0.181818182,0.096494845,1,.,.,1,1.583333333,.,1.16,16.26738833,About 55% of species are perennial,About 18% of species are woody,About 10% of species are agamic,radial,mixed mating system,sexual reproduction,insect-pollinated,moderate risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/0/0c/2013.10.31.150923_Rattlepod_%28Crotalaria_retusa%29_Chain_of_Craters_Road_Hawaii_Volcanoes_National_Park_Hawaii.jpg
Croton,Euphorbiaceae,Malpighiales,0,0,0.333333333,0.133333333,0.01239531,0,.,.,1,2.066666667,.,.,.,About 33% of species are perennial,About 13% of species are woody,About 1% of species are agricultural,radial,unknown mating system,unknown reproductive syndrome,insect-pollinated,moderate risk,temperate climates,medium genome,moderate variation,No image found
Crucianella,Rubiaceae,Gentianales,0,0,0.125,0.125,6.00E-04,.,.,.,1,.,.,.,.,About 13% of species are perennial,About 13% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,typically relies on external agents for reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/e/e8/Crucianella_macrostachya_1.JPG
Cruciata,Rubiaceae,Gentianales,0,0,0.8,0,6.00E-04,.,1,0.666666667,1,.,.,0.71,0,About 80% of species are perennial,About 0% of species are woody,About 0.06% of species are agricultural,radial,selfing,moderate reproductive output,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/6/6c/Cruciata_glabra3.jpg
Crupina,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,1,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,autogamous,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/a5/Crupina_crupinastrum.jpg
Crypsis,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial,mixed mating system,self-pollinating,wind-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/5/59/Mossy_leaf-tailed_gecko_%28Uroplatus_sikorae%29_Montagne_d%E2%80%99Ambre_2.jpg
Cryptandra,Rhamnaceae,Rosales,0,0,1,0.75,0.004444444,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 75% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,obligate apomixis,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/d/d5/Cryptandra_amara_2.jpg
Cryptantha,Boraginaceae,Boraginales,0.012498438,0.007874016,0.383064516,0.003937008,0.001824818,.,.,.,.,.,.,.,.,About 38% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,obligate cross-pollination,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/2/2c/Cryptanthamuricata.jpg
Cryptogramma,Pteridaceae,Monilophyta,0,0,1,0,0,.,1,1,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are herbaceous,radial symmetry,selfing,autotrophic,insect-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/e/eb/Illustration_Cryptogramma_crispa0.jpg
Cryptostylis,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,seed-dispersed,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/f/f6/Orchid_Wallaroo_track.JPG
Ctenitis,Dryopteridaceae,Monilophyta,0,0,1,0,0,.,.,.,.,4,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are aggregated,radial,selfing,obligate self-pollination,wind-pollinated,high risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/9/92/Ctenitis_latifrons_%284755944761%29.jpg
Ctenopsis,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,mixed mating system,sexual reproduction,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/8/8a/Lolium-pratense1web.jpg
Cucumis,Cucurbitaceae,Cucurbitales,0,0,0,0,0.024852071,0,.,.,.,.,.,0.965333333,25.33907028,About 0% of species are perennial,About 0% of species are woody,About 2% of species are annual,radial,selfing,obligate self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/2/28/Cantaloupes.jpg
Cucurbita,Cucurbitaceae,Cucurbitales,0,0,0.333333333,0,0.024852071,.,.,.,.,2,0.498,0.524782609,37.23273074,About 33% of species are perennial,About 0% of species are woody,About 2% of species are cultivated,radial symmetry,mixed mating system,pollinated by insects,insect-pollinated,moderate risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/e/ea/Squashes_at_Kew_Gardens_IncrEdibles_2013.jpg
Cullen,Fabaceae,Fabales,0,0,0.9375,0.125,0.096494845,.,.,.,.,.,.,.,.,About 94% of species are perennial,About 13% of species are woody,About 10% of species are agricultural,radial symmetry,mixed mating system,standard reproductive syndrome,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,No image found
Cuphea,Lythraceae,Myrtales,0,0,0.5,0.2,0,0,.,.,1,.,0.684,.,.,About 50% of species are perennial,About 20% of species are woody,About 0% of species are agricultural,radial,selfing,self-pollinating,insect-pollinated,low extinction risk,temperate climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/0/05/Cuphea_nudicostata_2.jpg
Cupressus,Cupressaceae,Pinophyta,0,0,1,1,0.007142857,.,.,.,0.5,1.3125,.,11.75333333,6.752938703,About 100% of species are perennial,About 100% of species are woody,About 1% of species are agricultural,radial symmetry,mixed mating system,typically self-pollinating with occasional cross-pollination,insect-pollinated,moderate risk,temperate climates,large genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/9/9c/Cypress_Halefka.JPG
Cuscuta,Convolvulaceae,Solanales,0,0,0.256756757,0,0.044375,0,1,1,1,3,.,6.981666667,128.0326503,About 26% of species are perennial,About 0% of species are woody,About 4% of species are agroforestry,radial,selfing,dioecious,wind-pollinated,moderate risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/3/33/Cuscuta_europaea_bgiu.jpg
Cusickiella,Brassicaceae,Brassicales,0,0,1,0,0.00485306,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are cultivated,radial symmetry,mixed mating system,dioecious reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/6/6a/Cusickiella_douglasii.jpg
Cutandia,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial,mixed mating system,obligate autogamy,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/9/97/Cutandia_memphitica_kz03.jpg
Cyanea,Campanulaceae,Asterales,0.226244344,0.057692308,1,1,0,.,.,.,.,3.941176471,.,.,.,About 1% of species are perennial,About 1% of species are woody,About 0% of species are agamospermous,Unknown floral symmetry,Unknown mating system,Unknown reproductive syndrome,Unknown pollination syndrome,high risk,Unknown average temperature,Unknown genome size,Unknown genome size variation,No image found
Cyathea,Cyatheaceae,Monilophyta,33.33333333,0.333333333,1,1,0,.,.,.,.,2.071428571,.,7.35,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial,mixed mating system,obligate xenogamy,insect-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/1/1b/Cyathea.jpg
Cyclamen,Primulaceae,Ericales,0,0,1,0,0,.,1,1,1,.,.,4.982727273,75.66306623,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,reproduces sexually,insect-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/d/de/Wild_cyclamens.jpg
Cylindropuntia,Cactaceae,Caryophyllales,30,0.6,1,1,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agroforestry species,radial,mixed mating system,generalist reproduction,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/d/d7/Cylindropuntia_kleiniae.jpg
Cymbalaria,Plantaginaceae,Lamiales,0,0,1,0,0.005925926,.,1,0.5,1,.,.,0.49,.,About 100% of species are perennial,About 0% of species are woody,About 1% of species are agricultural,radial symmetry,selfing,obligate self-pollination,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/4/4e/Cymbalaria_February_2008-1.jpg
Cymbonotus,Asteraceae,Asterales,0,0,.,0,0.00210989,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed mating,seed reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/3/38/Bears_ear.jpg
